Date,Close
2025-02-09,131.11
2025-02-10,131.86
2025-02-11,132.49
2025-02-12,133.42
2025-02-13,132.58
2025-02-14,132.35
2025-02-15,132.06
2025-02-16,132.00
2025-02-17,133.36
2025-02-18,134.42
2025-02-19,132.62
2025-02-20,132.75
2025-02-21,132.85
2025-02-22,132.61
2025-02-23,133.15
2025-02-24,133.81
2025-02-25,134.49
2025-02-26,136.06
2025-02-27,135.88
2025-02-28,134.96
2025-03-02,135.11
2025-03-03,136.20
2025-03-04,133.54
2025-03-05,136.96
2025-03-06,137.07
2025-03-07,136.21
2025-03-08,137.83
2025-03-09,137.88
2025-03-10,136.00
2025-03-11,133.69
2025-03-12,134.78
2025-03-13,135.10
2025-03-14,136.57
2025-03-16,136.79
2025-03-17,136.88
2025-03-18,138.07
2025-03-19,138.41
2025-03-20,137.31
2025-03-21,136.77
2025-03-22,136.87
2025-03-23,136.80
2025-03-24,136.85
2025-03-25,137.61
2025-03-26,137.12
2025-03-27,137.27
2025-03-28,135.98
2025-03-29,135.80
2025-03-30,135.74
2025-03-31,134.55
2025-04-01,134.81
2025-04-02,134.93
2025-04-03,131.49
2025-04-04,123.91
2025-04-05,123.52
2025-04-06,123.35
2025-04-07,121.61
2025-04-08,121.67
2025-04-09,127.98
2025-04-10,124.51
2025-04-11,124.70
2025-04-12,125.86
2025-04-14,127.15
2025-04-15,128.90
2025-04-16,128.94
2025-04-17,129.45
2025-04-22,130.57
2025-04-23,131.46
2025-04-24,132.01
2025-04-25,132.22
2025-04-26,132.69
2025-04-28,132.63
2025-04-29,133.28
2025-04-30,134.28
2025-05-02,135.84
2025-05-03,135.91
2025-05-05,136.77
2025-05-06,136.93
2025-05-07,137.51
2025-05-08,137.83
2025-05-09,137.37
2025-05-10,137.39
2025-05-11,137.81
2025-05-12,139.43
2025-05-13,138.31
2025-05-14,138.51
2025-05-15,139.73
2025-05-16,140.03
2025-05-17,139.69
2025-05-18,139.69
2025-05-19,140.22
2025-05-20,141.56
2025-05-21,140.07
2025-05-22,140.56
2025-05-23,139.34
2025-05-26,140.70
2025-05-27,141.12
2025-05-28,141.16
2025-05-29,142.26
2025-05-30,140.72
2025-06-01,140.65
2025-06-02,140.94
2025-06-03,141.01
2025-06-04,141.14
2025-06-05,141.80
2025-06-06,142.86
2025-06-07,142.66
2025-06-08,142.65
2025-06-09,142.45
2025-06-10,141.81
2025-06-11,141.89
2025-06-12,141.19
2025-06-13,139.83
2025-06-16,141.12
2025-06-17,139.94
2025-06-18,140.19
2025-06-19,138.62
2025-06-20,139.23
2025-06-21,139.22
2025-06-22,138.55
2025-06-23,139.54
2025-06-24,140.83
2025-06-25,140.26
2025-06-26,141.07
2025-06-27,141.32
2025-06-28,141.37
2025-06-29,141.43
2025-06-30,141.14
2025-07-01,141.31
2025-07-02,141.36
2025-07-03,141.48
2025-07-04,141.94
2025-07-07,142.98
2025-07-08,143.81
2025-07-09,145.51
2025-07-10,145.83
2025-07-11,145.16
2025-07-12,145.16
2025-07-14,145.99
2025-07-15,145.39
2025-07-16,145.93
2025-07-17,145.92
2025-07-18,146.05
2025-07-19,146.01
2025-07-20,145.95
2025-07-21,147.09
2025-07-22,149.07
2025-07-23,149.59
2025-07-24,150.69
2025-07-25,150.01
2025-07-28,149.18
2025-07-29,149.88
2025-07-30,150.55
2025-07-31,150.37
2025-08-01,148.20
2025-08-02,148.20
2025-08-03,148.13
2025-08-04,151.05
2025-08-05,151.08
2025-08-06,152.33
2025-08-07,153.35
2025-08-08,153.32
2025-08-10,153.28
2025-08-11,153.27

